rowIndex,keyword,prompt,response
12,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, promoting health, preventing illness, and supporting recovery through assessment, diagnosis, treatment, and education.  Nurses work in diverse settings (hospitals, clinics, homes, etc."
13,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, monitors health conditions, administers treatments and medications, educates patients and families, and collaborates with other healthcare providers to promote healing, prevent illness, and support overall well-being.  Nurses work in diverse settings—hospitals, clinics, homes, schools—and apply clinical judgment, compassion, and critical thinking in their practice."
14,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional who provides patient-centered care, assesses health conditions, administers treatments and medications, monitors progress, educates patients and families, and collaborates with other healthcare providers to promote healing, prevent illness, and support overall well-being.  Nurses work in diverse settings—including hospitals, clinics, homes, schools, and communities—and embody compassion, critical thinking, advocacy, and lifelong learning."
15,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors conditions, educates patients and families, and collaborates with other healthcare providers.  Nurses advocate for patients, promote wellness, prevent illness, and support individuals across the continuum of care—from prevention to acute treatment and end-of-life palliative care—often serving as the primary point of contact in clinical settings."
16,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities across the health-illness spectrum.  Nurses assess patients, administer treatments and medications, monitor conditions, educate patients on health management, and collaborate with other healthcare providers."
17,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors vital signs, educates patients and families, and coordinates care with other healthcare team members.  Nurses work in diverse settings—hospitals, clinics, homes, schools—and emphasize compassion, critical thinking, advocacy, and evidence-based practice to promote healing, prevent illness, and support overall well-being."
18,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, monitors progress, and offers education and emotional support to patients and families.  Nurses work in diverse settings—hospitals, clinics, homes, schools, and more—and collaborate with physicians and other healthcare team members to promote healing, prevent illness, and enhance quality of life."
19,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities across the lifespan.  They assess patient needs, administer treatments and medications, monitor health status, educate patients about illness prevention and management, and collaborate with interdisciplinary teams to support recovery and well-being."
20,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide compassionate, evidence-based care to individuals, families, and communities across the lifespan.  Nurses assess patient needs, administer treatments, monitor conditions, educate patients, and collaborate with healthcare teams to promote health, prevent illness, and support recovery—adhering to ethical standards and clinical guidelines."
21,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, including assessing health status, administering treatments and medications, monitoring conditions, educating patients and families, and coordinating care with other healthcare providers.  Nurses advocate for patients, promote wellness, prevent illness, and deliver compassionate support—often acting as the primary point of contact in clinical settings like hospitals, clinics, or homes."
22,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient-centered care, including assessing health status, administering treatments and medications, monitoring vital signs, educating patients and families, and offering emotional support.  Nurses work across diverse settings (hospitals, clinics, homes, etc."
23,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care by assessing health needs, administering treatments and medications, monitoring conditions, educating patients and families, and collaborating with other healthcare providers.  Nurses advocate for patients, promote wellness, prevent illness, and support individuals across the lifespan—from birth to end-of-life—across diverse settings like hospitals, clinics, homes, and communities."
24,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, monitors progress, and educates patients and families about illness prevention and management.  Nurses work across diverse settings—including hospitals, clinics, homes, and community centers—adhering to clinical standards while emphasizing compassion, advocacy, and holistic well-being."
25,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, monitors progress, and educates patients and families about health management.  Nurses work in diverse settings—hospitals, clinics, homes, or schools—and collaborate with other healthcare providers to promote wellness, prevent illness, and support recovery with compassion, clinical expertise, and advocacy."
26,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional trained to provide and coordinate patient care, promote health, prevent illness, and support individuals, families, and communities through medical treatment, education, and emotional support.  Nurses assess patients, administer medications, perform procedures, monitor progress, and collaborate with doctors and other team members."
27,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities.  Nurses assess patients’ physical and emotional needs, administer treatments and medications, monitor health status, educate patients about managing illness, and collaborate with interdisciplinary teams to develop and implement care plans."
28,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, evidence-based care to patients across diverse settings (e. g."
29,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors vital signs, educates patients and families, and collaborates with other healthcare providers to promote healing, prevent illness, and support overall well-being.  Nurses work in diverse settings—including hospitals, clinics, homes, and schools—and demonstrate compassion, critical thinking, and strong communication skills."
30,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities.  Their responsibilities include assessing patients, administering treatments and medications, monitoring vital signs, educating patients about health management, and collaborating with physicians and other team members."
31,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors progress, and educates patients and families.  Nurses work in diverse settings—hospitals, clinics, homes, schools—and play a vital role in advocacy, coordination of care, and promoting wellness."
32,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient care, prevent illness, and promote health.  Nurses assess patients, administer treatments and medications, monitor conditions, educate individuals and families, and collaborate with other healthcare providers."
33,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, promotes health, prevents illness, and supports recovery.  Nurses assess patients, administer treatments and medications, monitor vital signs, educate patients and families, and collaborate with other healthcare providers."
34,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides patient-centered care, including assessing health needs, administering treatments and medications, monitoring conditions, educating patients and families, and offering emotional support.  Registered nurses (RNs) typically hold a degree in nursing, pass a licensing exam, and work in hospitals, clinics, homes, or community settings—adapting their role to promote healing, prevent illness, and advocate for patient well-being."
35,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, monitors vital signs, educates patients and families, and collaborates with other healthcare providers.  Nurses work in diverse settings—hospitals, clinics, homes, schools—and use clinical judgment, compassion, and critical thinking to promote health, prevent illness, and support individuals throughout the continuum of care."
36,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient care, promote health, prevent illness, and support recovery.  Nurses assess patients, administer treatments and medications, monitor conditions, educate individuals and families about health management, and collaborate with other healthcare team members."
37,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities across the lifespan.  Licensed nurses (e."
38,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care by assessing health needs, administering treatments and medications, monitoring vital signs, educating patients and families, and advocating for optimal well-being—often collaborating with doctors and other team members across hospitals, clinics, homes, or community settings.."
39,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, promotes health, prevents illness, and supports individuals, families, and communities during sickness, recovery, or end-of-life stages.  Nurses assess patients, administer treatments and medications, monitor vital signs, educate patients on managing conditions, and collaborate with other healthcare providers."
40,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide direct patient care, promote health, prevent illness, and support individuals, families, and communities through healing and recovery.  Nurses assess patients, administer treatments and medications, monitor conditions, educate patients about self-care, and collaborate with other healthcare providers."
41,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide and coordinate patient care, assess health needs, administer treatments, educate patients and families, and advocate for well-being.  Nurses work in diverse settings—hospitals, clinics, homes, schools—and play a crucial role in monitoring conditions, delivering medications, performing procedures, and offering compassionate support throughout the healing process."
42,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, educates patients and families, and collaborates with other healthcare team members.  Nurses emphasize compassion, clinical judgment, advocacy, and evidence-based practice across diverse settings—hospitals, clinics, homes, schools, and communities—to promote health, prevent illness, and support healing."
43,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities.  They assess patients, administer treatments and medications, monitor conditions, educate patients on health management, and collaborate with healthcare teams to promote healing, prevent illness, and support well-being."
44,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient-centered care, including assessing health needs, administering treatments and medications, monitoring conditions, offering education, and supporting patients and families through illness, recovery, and prevention.  Nurses work in diverse settings—hospitals, clinics, homes, schools—and collaborate with other healthcare providers to ensure safe, compassionate, and evidence-based care across the lifespan."
45,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, assessing health needs, administering treatments, monitoring conditions, and offering education and emotional support.  Nurses work in diverse settings—hospitals, clinics, homes, and community centers—and collaborate with other healthcare providers to promote wellness, prevent illness, and manage acute or chronic conditions."
46,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, educates patients and families, and advocates for well-being.  Nurses work across diverse settings (hospitals, clinics, homes, schools) and collaborate with other healthcare providers to promote healing, prevent illness, and support patients through all stages of life."
47,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities.  They assess patients, administer treatments and medications, monitor health progress, educate patients on managing conditions, and collaborate with physicians and other healthcare team members."
48,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities across the lifespan.  Trained in assessing health needs, administering treatments, monitoring conditions, and promoting wellness, nurses collaborate with physicians and other healthcare providers while advocating for patients’ physical, emotional, and social well-being."
49,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient-centered care, including assessing health needs, administering treatments, monitoring conditions, educating patients and families, and collaborating with other healthcare providers.  Nurses work in diverse settings—hospitals, clinics, homes, and communities—and play a vital role in promoting health, preventing illness, and supporting individuals through recovery and end-of-life care."
50,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, promotes health, prevents illness, and supports individuals, families, and communities in managing medical conditions.  Nurses assess patients, administer treatments and medications, monitor responses to care, educate patients about self-management, and collaborate with interdisciplinary teams."
51,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care—assessing patients, administering treatments and medications, monitoring conditions, educating individuals about health management, and offering emotional support.  Nurses work across diverse settings (hospitals, clinics, homes, etc."
52,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides compassionate, skilled care to patients across various settings (hospitals, clinics, homes, etc. )."
53,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors vital signs, educates patients and families, and collaborates with other healthcare providers to promote health, prevent illness, and support recovery.  Nurses work in diverse settings—hospitals, clinics, homes, schools, and community centers—and play a critical role in advocacy, compassion, and evidence-based practice across all stages of life."
54,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional who provides direct patient care, promotes health, prevents illness, and supports recovery through assessment, diagnosis, planning, implementation, and evaluation of care.  Nurses collaborate with patients, families, and interdisciplinary teams to deliver compassionate, evidence-based care in diverse settings such as hospitals, clinics, homes, or community agencies."
55,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, evidence-based care to patients across diverse settings—hospitals, clinics, homes, and more.  Their responsibilities include assessing patient needs, administering treatments, monitoring conditions, educating patients and families, and collaborating with other healthcare providers."
56,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide and coordinate patient care, promote health, prevent illness, and support individuals, families, and communities through recovery and end-of-life care.  Nurses assess patient needs, administer treatments, monitor conditions, educate patients, and collaborate with other healthcare providers—all guided by compassion, clinical judgment, and ethical standards."
57,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient-centered care, including assessing health conditions, administering treatments and medications, monitoring progress, educating patients and families, and offering emotional support.  Registered nurses (RNs) typically hold an associate or bachelor’s degree and are licensed by passing the NCLEX-RN exam."
58,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, including assessing health status, administering treatments and medications, monitoring conditions, educating patients and families, and collaborating with other healthcare team members.  Nurses advocate for patients, promote wellness, prevent illness, and support individuals across the lifespan—from birth to end-of-life—in diverse settings like hospitals, clinics, homes, and communities."
59,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, educates patients and families, and advocates for well-being—operating in diverse settings like hospitals, clinics, homes, or community centers.  Nurses combine clinical expertise with compassion, critical thinking, and ethical responsibility to support healing, prevent illness, and promote optimal quality of life."
60,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, monitors vital signs, educates patients and families, and collaborates with other healthcare team members to promote health, prevent illness, and support recovery.  Nurses work in diverse settings—including hospitals, clinics, homes, and community centers—and apply clinical judgment, compassion, and advocacy to meet patients’ physical, emotional, and social needs."
61,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, evidence-based care to patients across settings (hospitals, clinics, homes, etc. )."
62,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors conditions, educates patients and families, and collaborates with other healthcare providers to promote healing, prevent illness, and support overall well-being.  Nurses work in diverse settings—hospitals, clinics, homes, schools—and play a vital role in advocacy, compassion, and evidence-based practice across the health spectrum."
63,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides compassionate, skilled care to patients across diverse settings—hospitals, clinics, homes, and community centers.  Their responsibilities include assessing patient needs, administering treatments and medications, monitoring vital signs, educating patients and families, and collaborating with doctors and other healthcare team members."
64,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, promotes health, prevents illness, and supports recovery.  Nurses assess patients, administer treatments and medications, monitor conditions, educate patients and families, and collaborate with healthcare teams."
65,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care by assessing health needs, administering treatments, monitoring conditions, educating patients and families, and collaborating with other healthcare providers.  Nurses work across diverse settings—hospitals, clinics, homes, schools—and play vital roles in prevention, acute care, chronic disease management, and health promotion."
66,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides holistic, patient-centered care—assessing patients, administering treatments and medications, monitoring health status, educating individuals and families, and advocating for their well-being.  Nurses work across diverse settings (hospitals, clinics, homes, schools) and collaborate with other healthcare providers to promote health, prevent illness, and support healing."
67,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient-centered care, including assessing health needs, administering treatments and medications, monitoring conditions, offering education and emotional support, and collaborating with other healthcare providers.  Nurses work in diverse settings—hospitals, clinics, homes, schools, or community centers—and play a vital role in promoting health, preventing illness, and ensuring safe, compassionate care across the lifespan."
68,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors vital signs, educates patients and families, and collaborates with other healthcare team members to promote health, prevent illness, and support recovery.  Nurses work in diverse settings—hospitals, clinics, homes, schools, and community agencies—and often serve as patient advocates, applying clinical judgment, compassion, and evidence-based practice to deliver holistic, individualized care."
69,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to individuals across the lifespan—from wellness promotion and disease prevention to acute illness management and end-of-life support.  Nurses assess patients, administer treatments and medications, monitor conditions, educate patients/families, coordinate care with other providers, and advocate for patient needs."
70,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, educates patients and families, and advocates for well-being within interdisciplinary teams.  Nurses work in diverse settings (hospitals, clinics, homes, etc."
71,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care by assessing health needs, administering treatments and medications, monitoring conditions, educating patients and families, and collaborating with other healthcare team members.  Nurses work in diverse settings—hospitals, clinics, homes, schools—and play a vital role in prevention, acute care, rehabilitation, and end-of-life support, guided by ethical standards and evidence-based practice."
72,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, promotes health, prevents illness, and supports recovery.  Nurses assess patients, administer treatments and medications, monitor vital signs, educate patients and families, and collaborate with other healthcare providers."
73,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, including assessing health needs, administering treatments and medications, monitoring conditions, educating patients and families, and offering emotional support.  Nurses work across diverse settings—hospitals, clinics, homes, and schools—and collaborate with doctors and other team members to promote healing, prevent illness, and ensure safe, compassionate care."
74,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, educates patients and families, and collaborates with healthcare teams.  Nurses combine clinical expertise with compassion to support healing, promote wellness, and advocate for patients across diverse settings—hospitals, clinics, homes, schools, and more."
75,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, educates patients and families, and supports emotional well-being.  Nurses work across diverse settings—hospitals, clinics, homes, schools, and community programs—and often serve as advocates, coordinators of care, and critical thinkers in interdisciplinary teams."
76,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to promote health, prevent illness, and support recovery.  Nurses assess patients, administer treatments and medications, monitor conditions, educate individuals and families about health management, and collaborate with other healthcare team members."
77,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors vital signs, educates patients and families, and collaborates with other healthcare providers to promote healing, prevent illness, and support overall well-being.  Nurses work in diverse settings—including hospitals, clinics, homes, and schools—and emphasize compassion, critical thinking, and ethical practice."
78,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, including assessing health needs, administering treatments, monitoring conditions, and educating patients and families.  Nurses work in diverse settings—hospitals, clinics, homes, or community health centers—and collaborate with other healthcare providers to promote healing, prevent illness, and support well-being."
79,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional trained to provide patient-centered care, including assessing health needs, administering treatments and medications, monitoring conditions, and offering emotional support.  Nurses work in diverse settings—hospitals, clinics, homes, schools—and collaborate with doctors and other healthcare staff to promote health, prevent illness, and ensure patient safety."
80,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide care, support, and treatment to individuals, families, and communities across the lifespan.  Nurses assess patients, administer medications, monitor conditions, educate patients about health management, and collaborate with doctors and other healthcare team members."
81,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to care for individuals across the lifespan—from promoting health and preventing illness to managing acute and chronic conditions.  Nurses assess patients, administer treatments and medications, monitor progress, provide education and emotional support, and collaborate with other healthcare team members."
82,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care by assessing health needs, administering treatments, monitoring conditions, and educating patients and families.  Nurses work across diverse settings—hospitals, clinics, homes, or schools—and play key roles in advocacy, coordination of care, and promoting wellness and recovery."
83,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient-centered care, including assessing health, administering treatments, monitoring conditions, and offering education and emotional support.  Nurses work across diverse settings—hospitals, clinics, homes, and communities—and collaborate with doctors, patients, and families to promote health, prevent illness, and ensure safe, compassionate care."
84,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities.  Their responsibilities include assessing patients, administering treatments and medications, monitoring vital signs, educating patients about health conditions, and collaborating with doctors and other healthcare team members."
85,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors conditions, and educates patients and families.  Nurses work in diverse settings (hospitals, clinics, homes, etc."
86,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, including assessing health needs, administering treatments and medications, monitoring conditions, and offering education and emotional support.  Nurses work across diverse settings—hospitals, clinics, homes, and communities—and collaborate with other healthcare providers to promote health, prevent illness, and ensure safe, compassionate care for individuals, families, and communities."
87,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides patient-centered care, assesses health needs, administers treatments and medications, monitors conditions, educates patients and families, and advocates for well-being—always guided by clinical judgment, compassion, and ethical standards.."
88,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient care, promote health, prevent illness, and support recovery.  Nurses assess patients, administer treatments and medications, monitor vital signs, educate patients and families, and collaborate with doctors and other healthcare team members."
89,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, including assessing health needs, administering treatments, monitoring conditions, and educating patients and families.  They work collaboratively with doctors and other healthcare team members in diverse settings (hospitals, clinics, homes, etc."
90,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, assessing needs, administering treatments, monitoring conditions, and offering education and emotional support.  Nurses work across diverse settings—hospitals, clinics, homes, and community health centers—collaborating with other healthcare providers to promote health, prevent illness, and ensure safe, compassionate care."
91,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors conditions, and educates patients and families.  They work collaboratively with doctors and other healthcare team members in diverse settings—hospitals, clinics, homes, or long-term care facilities—emphasizing compassion, advocacy, evidence-based practice, and patient safety."
92,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient-centered care, promoting health, preventing illness, and supporting individuals, families, and communities through assessment, diagnosis, treatment, and education.  Registered nurses (RNs) typically hold a degree in nursing, pass a licensing exam (e."
93,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient care, promote health, prevent illness, and support recovery.  Nurses assess patients, administer treatments and medications, monitor vital signs, educate patients and families, and collaborate with other healthcare team members."
94,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health conditions, administers treatments and medications, educates patients and families, and collaborates with other healthcare team members.  Nurses work in diverse settings—including hospitals, clinics, homes, and schools—and emphasize compassion, critical thinking, and advocacy to promote health, prevent illness, and support healing."
95,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, patient-centered care to individuals, families, and communities.  They assess patients, administer treatments and medications, monitor vital signs, educate patients about health management, and collaborate with other healthcare providers."
96,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors vital signs, educates patients and families, and advocates for well-being.  They work in diverse settings—hospitals, clinics, homes—and collaborate with doctors and other team members to deliver compassionate, evidence-based care across the continuum of health and illness."
97,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides compassionate, evidence-based care to individuals, families, and communities.  They assess patient needs, administer treatments, monitor conditions, educate patients, and advocate for health and well-being—often serving as a vital link between patients, physicians, and the healthcare team."
98,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct patient care, assesses health needs, administers treatments and medications, monitors conditions, educates patients and families, and collaborates with other healthcare team members.  Nurses advocate for patients, promote wellness, prevent illness, and support recovery across diverse settings—including hospitals, clinics, homes, and schools—adhering to ethical standards and evidence-based practice."
99,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, assessing health needs, administering treatments and medications, monitoring conditions, and offering education and emotional support.  Nurses work in diverse settings—hospitals, clinics, homes, or community health—and collaborate with other healthcare providers to promote wellness, prevent illness, and ensure safe, compassionate care across the lifespan."
100,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient-centered care, including assessing health status, administering treatments and medications, monitoring vital signs, educating patients and families, and advocating for well-being.  Nurses work in diverse settings—hospitals, clinics, homes, or community centers—and collaborate with interdisciplinary teams to promote healing, prevent illness, and support dignity across the lifespan."
101,Nurse,What is an activity typically enjoyed by a Nurse?,"An activity typically enjoyed by many nurses—both professionally and personally—is **compassionate patient care**, which includes:

- **Building trusting relationships** with patients and families  
- **Assessing needs** and providing personalized support  
- **Educating patients** about their health conditions and self-care  
- **Advocating** for patients’ wishes and best interests  

Outside of direct clinical work, nurses often enjoy activities that align with their caregiving nature and skills, such as:

- **Volunteering** in community health initiatives or blood drives  
- **Leading wellness workshops** (e. g."
