rowIndex,keyword,prompt,response
13,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides direct patient care in hospitals, clinics, and other medical settings.  Key responsibilities include:

- **Patient monitoring** – tracking vital signs, symptoms, and recovery progress
- **Medication administration** – safely giving prescribed treatments
- **Clinical procedures** – wound care, IV therapy, specimen collection, etc."
14,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, and other medical settings.  Their core responsibilities include:

- **Monitoring patients** — checking vital signs, symptoms, and overall condition
- **Administering medications** and treatments as prescribed by physicians
- **Performing clinical tasks** such as wound care, injections, IV therapy, and specimen collection
- **Supporting recovery** through education, emotional support, and coordinating with the broader healthcare team

Nurses work under varying levels of supervision (e."
15,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional who provides care to patients across various settings — hospitals, clinics, homes, and communities.  Key responsibilities include:

- **Assessing** patients' physical and emotional needs
- **Administering medications** and treatments
- **Monitoring** vital signs and recovery progress
- **Educating** patients and families about health management
- **Collaborating** with doctors and other healthcare staff

Nurses bridge clinical care and patient advocacy, ensuring individuals receive compassionate, evidence-based treatment while supporting overall wellness."
16,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides patient care in hospitals, clinics, and other medical settings.  Their core responsibilities include monitoring patients' conditions, administering medications, performing treatments, educating patients about their health, and offering emotional support to both patients and families."
17,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides direct patient care.  Key responsibilities include:

- Administering medications and treatments
- Monitoring patients' vital signs and conditions
- Providing emotional support and education to patients/families
- Maintaining accurate medical records
- Collaborating with doctors, specialists, and other healthcare team members

Nurses work across diverse settings — hospitals, clinics, long-term care facilities, schools, and the military."
18,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, long-term care facilities, and other medical settings.  Key aspects:

- **Core role**: Assess patients, administer medication, monitor vital signs, perform procedures, educate patients on health conditions, and advocate for their well-being."
19,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional responsible for providing direct patient care in hospitals, clinics, and community settings.  Key roles include:

- **Monitoring patients' conditions** — tracking vital signs, symptoms, and progress
- **Administering medications and treatments** — IVs, injections, wound care, etc."
20,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides care and support to patients.  Key responsibilities include:

- **Monitoring** patients' health conditions (vital signs, symptoms)
- **Administering** medications and treatments
- **Supporting** doctors and medical staff in diagnosis and treatment plans
- **Providing** emotional comfort and education to patients and families
- **Maintaining** hospital hygiene and safety standards

Nurses work across various settings—hospitals, clinics, long-term care facilities—and are essential members of the healthcare team."
21,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care to patients, often working in hospitals, clinics, or communities.  Their responsibilities include:

- Monitoring patient health and administering treatments/medications
- Assisting doctors with procedures and diagnoses
- Educating patients on health management and recovery
- Supporting emotional well-being and advocating for patient needs
- Maintaining medical records and ensuring infection control

Nurses work across specialties (e."
22,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional who provides patient care across clinical settings such as hospitals, clinics, long-term care facilities, and community health centers.  Their core responsibilities include:

- **Assessing patients' conditions** — taking vital signs, monitoring symptoms, and documenting health data
- **Administering treatments** — giving medications, IV fluids, wound care, and other therapies under physician orders or independently (depending on scope of practice)
- **Educating patients and families** about diseases, treatments, lifestyle changes, and medication use
- **Coordinating care** by communicating with doctors, specialists, therapists, and social workers to ensure continuity

Nurses may work in many specialties — including emergency, surgical, pediatric, psychiatric, community health, or public health — and often serve as a critical bridge between patients and the broader healthcare system."
23,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional trained to provide patient care, including monitoring health conditions, administering medications, supporting recovery, and offering emotional support.  Nurses work across hospitals, clinics, long-term care facilities, and community settings."
24,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care, supports recovery and well-being through monitoring health conditions, administering treatments or medications, educating patients on their condition, and advocating for those they serve.  Nurses work across hospitals, clinics, long-term care facilities, home care settings, and public health organizations."
25,Nurse,Briefly describe a Nurse.,"## Nurse

A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, nursing homes, and community health settings.  Key aspects:

- **Patient advocacy** — supports patients' rights and ensures their needs are met."
26,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional responsible for caring for patients across a range of clinical and community settings.  Key aspects include:

- **Patient care**: Monitoring vital signs, administering medications, performing treatments (wound care, IVs, etc."
27,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care to patients in hospitals, clinics, or community settings.  Nurses perform a wide range of duties including:

- Monitoring patient health and administering treatments (medications, IVs, wound care)
- Assisting with daily activities like bathing, feeding, and mobility
- Communicating with doctors, families, and other healthcare team members
- Maintaining medical records and ensuring accurate documentation
- Educating patients on managing conditions or recovering from procedures

Nurses work in various specializations — critical care, pediatrics, surgery, public health, and more."
28,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care to patients in hospitals, clinics, community settings, and other environments.  Their core responsibilities include:

- **Assessing patient conditions** — monitoring vital signs, symptoms, and overall health status."
29,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides patient care, administers medications, monitors vital signs, and supports the clinical team in hospitals, clinics, and other medical settings.  They work under the supervision of doctors but often make independent clinical decisions to ensure patients receive safe, effective treatment."
30,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care and support to patients across various medical settings — hospitals, clinics, community health centers, and more. 

Key responsibilities include:

- Monitoring patient vitals and condition
- Administering medications and treatments
- Assisting with daily activities (bathing, feeding, mobility)
- Communicating with doctors and other healthcare staff
- Educating patients and families about care plans
- Documenting health records and observations

Nurses come in many specializations — ER, ICU, pediatrics, surgery, public health, nursing informatics, and more."
31,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, long-term care facilities, and other medical settings.  Their core responsibilities include:

- Assessing patients' physical and emotional needs
- Administering medications and treatments
- Monitoring vital signs and tracking recovery progress
- Educating patients and families on health management
- Coordinating care plans with doctors and other healthcare staff
- Performing wound care, IV therapy, and basic procedures

Nurses work across various specialties — including ER, ICU, pediatrics, surgery, public health, and more."
32,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional responsible for caring for patients' physical and emotional well-being.  Their key duties include:

- **Assessing** patients' conditions and monitoring vital signs
- **Administering** medications, treatments, and procedures
- **Providing** education to patients on health management
- **Supporting** recovery through compassionate care and advocacy

Nurses work across diverse settings—hospitals, clinics, long-term care facilities—and serve as a critical link between physicians and patients."
33,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides direct patient care in clinical settings such as hospitals, clinics, and long-term care facilities.  Key responsibilities include:

- Monitoring patients' vital signs and overall condition
- Administering medications and treatments
- Assisting doctors with diagnoses and care plans
- Educating patients and families about health management
- Performing hygiene and comfort care tasks (e."
34,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional whose primary role is to provide direct care to patients across the full spectrum of health needs:

- **Assessment & Monitoring** – checking vital signs, observing symptoms, and detecting changes in patient condition. 
- **Treatment Administration** – giving medications, performing wound care, managing IV therapy, etc."
35,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional trained to care for patients across various settings — hospitals, clinics, long-term care facilities, and community health centers.  They:

- Assess patient conditions and monitor vital signs
- Administer medications and treatments under medical direction
- Provide emotional support and education to patients and families
- Collaborate with doctors, therapists, and other healthcare staff
- Maintain accurate documentation of care provided

Nurses come in many specialties (ER, ICU, pediatrics, surgery, etc."
36,Nurse,Briefly describe a Nurse.,"**Nurse**

A nurse is a licensed healthcare professional responsible for caring for patients across various clinical settings—hospitals, clinics, long-term care facilities, and more.  Key duties include:

- **Patient care**: monitoring vital signs, administering medications, providing wound care, and assisting with daily activities
- **Clinical assessment**: evaluating patient conditions, documenting health records, and reporting changes to the medical team
- **Education & advocacy**: guiding patients and families through treatment plans, answering questions, and ensuring informed decisions

Nurses work across specialties—emergency, surgical, pediatric, psychiatric, public health—and serve as a critical link between patients and physicians."
37,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, and other medical settings.  Nurses monitor patients' health, administer treatments, perform medical procedures, educate patients and families about health conditions, and advocate for their well-being."
38,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care and support to patients in hospitals, clinics, and other medical settings.  Key responsibilities include:

- Monitoring patient health and administering treatments/medications
- Assisting with daily activities (bathing, feeding, mobility)
- Recording medical observations and maintaining patient records
- Supporting doctors' diagnoses and treatment plans
- Educating patients on managing their conditions

Nurses work across various specialties (ER, ICU, pediatrics, surgery, etc."
39,Nurse,Briefly describe a Nurse.,"A nurse is a trained healthcare professional who provides direct patient care in hospitals, clinics, and community health settings.  Key responsibilities include:

- **Monitoring** patients' vital signs and conditions
- **Administering** medications and treatments
- **Assisting** with daily activities (bathing, feeding)
- **Providing emotional support** to patients and families
- **Collaborating** with doctors and other healthcare staff

Nurses work across various specialties—from emergency rooms to operating theaters—and play a vital role in ensuring quality patient care."
40,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care to patients in hospitals, clinics, community settings, or homes.  Key aspects include:

- **Patient advocacy** — ensuring the patient's needs and rights are respected
- **Clinical care** — administering medications, monitoring vital signs, performing procedures, and managing wounds
- **Health education** — teaching patients and families about disease management, medication use, and healthy habits
- **Emotional support** — offering comfort and reassurance during illness or recovery
- **Care coordination** — communicating with doctors, therapists, and other team members to plan and deliver comprehensive treatment

Nurses work in a wide range of specialties (ER, ICU, pediatrics, surgery, public health) and operate at many skill levels from licensed practical nurses (LPNs) to advanced practice providers like nurse practitioners."
41,Nurse,Briefly describe a Nurse.,"## Nurse

A **nurse** is a trained healthcare professional whose primary role is to provide direct patient care and support the recovery process.  Key responsibilities include:

- **Patient assessment & monitoring** — checking vital signs, observing symptoms, and detecting changes in condition."
42,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional responsible for providing patient care, monitoring health conditions, administering treatments and medications, and educating patients about their health needs.  Nurses work across various settings—hospitals, clinics, community health centers, long-term care facilities—and play a critical role in diagnosing, managing, and preventing illness alongside doctors and other medical staff."
43,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional responsible for caring for patients, monitoring their health conditions, administering treatments and medications, and providing emotional support.  Nurses work across various settings — hospitals, clinics, community care, long-term facilities — often serving as the primary point of contact between patients and the broader medical team."
44,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional who provides patient care across the full spectrum of health — from prevention and education to treatment and rehabilitation.  Nurses assess patients' conditions, administer medications and treatments, monitor vital signs, perform clinical procedures (e."
45,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional responsible for providing direct patient care.  Key duties include:

- Monitoring patients' health status
- Administering medications and treatments
- Performing clinical procedures (e."
46,Nurse,Briefly describe a Nurse.,"**Nurse** — A healthcare professional responsible for providing direct patient care.  Nurses monitor health status, administer treatments and medications, assist with daily living activities, communicate between patients and physicians, and support emotional well-being during illness or recovery."
47,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional responsible for the care and well-being of patients in hospitals, clinics, or community settings.  Key roles include:

- Monitoring patient health status and administering treatments (medications, wound care, IV therapy)
- Collaborating with physicians to develop and implement care plans
- Providing emotional support, education, and advocacy for patients and families
- Maintaining accurate medical records and communicating shifts' information

Nursing encompasses many specializations—from emergency and critical care to public health and pediatrics—and is a foundational pillar of the healthcare system."
48,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care, support, and treatment to patients in various settings such as hospitals, clinics, community health centers, or long-term care facilities.  Key aspects include:

- **Patient advocacy** – acting on behalf of patients' needs and rights
- **Clinical duties** – administering medications, monitoring vital signs, performing wound care, and assisting with procedures
- **Health education** – guiding patients and families on managing conditions and healthy habits
- **Emotional support** – offering comfort and reassurance during illness or recovery

Nurses work across specialties (emergency, pediatrics, critical care, etc."
49,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional who provides comprehensive care to patients across various settings — hospitals, clinics, community centers, and home care environments.  Their core responsibilities include:

- **Assessing** patient conditions and monitoring vital signs  
- **Administering** medications and treatments following medical orders  
- **Providing** emotional support and health education  
- **Coordinating** with doctors, therapists, and other healthcare team members  
- **Maintaining** accurate medical records  

Nurses work across many specialties — emergency care, surgery, pediatrics, mental health, public health, and more."
50,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, and other medical settings.  Nurses monitor patients' conditions, administer medications, perform treatments (such as wound care), educate patients on health management, and coordinate with doctors to ensure comprehensive care."
51,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional trained to provide patient care across medical settings such as hospitals, clinics, and long-term facilities.  Their work encompasses:

- **Direct patient care** — monitoring vital signs, administering medications, performing procedures, and offering emotional support."
52,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides direct care to patients across various settings—hospitals, clinics, community health centers, and more.  Their core responsibilities include:

- **Patient assessment & monitoring** — checking vital signs, symptoms, and overall condition."
53,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, and other medical settings.  Their key responsibilities include:

- **Monitoring patients'** health status and vital signs
- **Administering medications** and treatments
- **Providing emotional support** and education to patients and families
- **Collaborating with doctors** and other healthcare team members

Nurses come in various specializations (ER, pediatrics, surgery, etc."
54,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care under the supervision of doctors and other medical staff.  Nurses monitor patients' conditions, administer medications, perform clinical procedures (such as wound care, IV therapy, and vaccinations), educate patients on health management, advocate for their needs, and coordinate with the broader healthcare team to ensure effective treatment plans are followed."
55,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care to patients in hospitals, clinics, and other medical settings.  Nurses assess patient conditions, administer treatments and medications, monitor vital signs, educate patients on health management, and support both physical and emotional recovery."
56,Nurse,Briefly describe a Nurse.,"A **nurse** is a trained healthcare professional who provides patient care, including assessments, treatments, education, and advocacy.  Their responsibilities include:

- Monitoring patients' conditions and administering medications
- Performing clinical procedures (wound care, IVs, etc."
57,Nurse,Briefly describe a Nurse.,"A nurse is a trained healthcare professional who provides direct patient care across various settings — hospitals, clinics, long-term care facilities, and more.  Their core responsibilities include:

- **Monitoring** patients' health conditions and vital signs
- **Administering** medications and treatments
- **Supporting** doctors' treatment plans with clinical observations
- **Educating** patients and families about care needs
- **Providing** emotional support to patients and loved ones

Nurses work under different specializations — registered nurses (RNs), licensed practical nurses (LPNs/LVNs), nurse practitioners, and others — each with varying scopes of practice."
58,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides direct patient care in hospitals, clinics, long-term care facilities, and community settings.  Key responsibilities include:

- **Monitoring patients'** vital signs and condition changes
- **Administering medications** and treatments
- **Providing emotional support** and comfort to patients and families
- **Educating patients** about their health conditions and self-care
- **Coordinating with doctors, therapists, and other healthcare team members**

Nurses work in many specialties (critical care, pediatrics, surgery, public health, etc."
59,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional who provides patient care across various settings including hospitals, clinics, and community centers.  Key responsibilities include:

- **Patient monitoring** — tracking vital signs, symptoms, and overall condition
- **Medication administration** — giving drugs per prescribed dosages and schedules
- **Clinical procedures** — performing wound care, IV therapy, lab draws, etc."
60,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides care to sick or injured people in various medical settings like hospitals, clinics, and long-term care facilities.  Their responsibilities include monitoring patients' health conditions, administering medications, performing medical procedures, educating patients about their illnesses, and offering emotional support to both patients and families."
61,Nurse,Briefly describe a Nurse.,"A **Nurse** is a licensed healthcare professional who provides patient care across clinical settings such as hospitals, clinics, long-term care facilities, and community health centers.  Their core responsibilities include:

- **Monitoring patients'** vital signs, symptoms, and responses to treatment
- **Administering medications**, wound care, IV therapy, and other clinical procedures
- **Collaborating with physicians** and the healthcare team to develop and implement care plans
- **Educating patients and families** about conditions, treatments, and self-care
- **Advocating for patients'** rights, comfort, and safety

Nurses work in various specialties (e."
62,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides direct patient care in medical settings such as hospitals, clinics, and long-term care facilities.  Key responsibilities include:

- Monitoring patients' health conditions and administering treatments or medications
- Collaborating with doctors to develop and implement care plans
- Educating patients and families about health management
- Documenting patient information for continuity of care

Nurses work across various specialties (e."
63,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, and other medical settings.  Nurses assess patients' conditions, administer medications, monitor vital signs, educate patients on health management, and collaborate with doctors and other staff to develop treatment plans."
64,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional whose primary role is to provide care and support to patients in hospitals, clinics, or community settings.  Key responsibilities include:

- **Administering treatments** (medications, IVs, wound care)
- **Monitoring patient conditions** and reporting changes to physicians
- **Performing clinical procedures** (vital signs, catheterization, etc."
65,Nurse,Briefly describe a Nurse.,"A nurse is a licensed healthcare professional responsible for the direct care of patients in hospitals, clinics, long-term care facilities, and community health settings.  Key aspects include:

- **Patient Care**: Assessing health conditions, administering medications, monitoring vital signs, performing procedures (IVs, wound care), and providing comfort/emotional support."
66,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, and other medical settings.  Their duties include:

- Monitoring patients' vital signs and health status
- Administering medications and treatments
- Assisting with daily activities (bathing, eating, mobility)
- Communicating between doctors and patients/families
- Maintaining accurate medical records
- Providing emotional support and education on health conditions

Nurses work under the supervision of physicians but play a critical role in patient recovery and overall healthcare delivery."
67,Nurse,Briefly describe a Nurse.,"A nurse is a trained healthcare professional who provides direct patient care in hospitals, clinics, and other medical settings.  Key responsibilities include:

- Monitoring and assessing patient health conditions
- Administering medications and treatments
- Performing medical procedures (e."
68,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional who provides direct patient care.  Key responsibilities include:

- **Monitoring health conditions** — checking vital signs, symptoms, and recovery progress
- **Administering medications** and treatments as prescribed by physicians
- **Assisting with daily activities** like bathing, eating, and mobility for patients who need it
- **Educing patients and families** about their condition and care plans
- **Coordinating healthcare teams** — serving as a communication bridge between doctors, specialists, and support staff

Nurses work in hospitals, clinics, long-term care facilities, schools, homes, and public health settings."
69,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides direct patient care in hospitals, clinics, and community settings.  Key responsibilities include:

- Monitoring patients' conditions and vital signs
- Administering medications and treatments
- Performing clinical procedures (e."
70,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides care to patients across various settings—hospitals, clinics, homes, or community centers.  Key responsibilities include:

- **Monitoring health** — checking vitals, symptoms, and overall condition
- **Administering treatments** — medications, wound care, IV therapy
- **Supporting doctors' plans** — implementing treatment protocols under medical supervision
- **Educating patients/families** — teaching about conditions, medication, and self-care
- **Providing emotional support** — offering comfort and reassurance during illness or recovery

Nurses work across specialties (ICU, ER, pediatrics, surgery, etc."
71,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides direct care to patients in hospitals, clinics, community settings, or home environments.  Key responsibilities include:

- Monitoring patient health and vitals
- Administering medications and treatments
- Assisting with medical procedures (e."
72,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care to patients in hospitals, clinics, and other medical settings.  Their responsibilities include administering medications, monitoring vital signs, assisting doctors with procedures, educating patients on health management, and offering emotional support during illness or recovery."
73,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides direct patient care, including monitoring health conditions, administering medications, performing medical procedures, educating patients and families, and advocating for their needs.  Nurses work in hospitals, clinics, long-term care facilities, and community settings."
74,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides care to patients in hospitals, clinics, and other medical settings.  Their responsibilities include:

- Monitoring patient health and administering medications
- Assisting doctors with diagnoses and treatment plans
- Providing emotional support and education to patients/families
- Maintaining hygiene, wound care, and vital signs checks

Nurses work across various specialties (ER, surgery, pediatrics, mental health, etc."
75,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, and other medical settings.  Key responsibilities include:

- Monitoring patients' health conditions
- Administering medications and treatments
- Performing clinical procedures (e."
76,Nurse,Briefly describe a Nurse.,"A nurse is a trained healthcare professional who provides patient care in hospitals, clinics, and other medical settings.  Key responsibilities include:

- **Monitoring** patients' conditions and vital signs
- **Administering** medications and treatments
- **Performing** clinical procedures (wound care, IVs, etc."
77,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional who provides patient care under the direction of physicians and other medical staff.  Their responsibilities include monitoring patients' conditions, administering medications, performing procedures, educating patients about their health, maintaining medical records, and offering emotional support during illness or recovery."
78,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care across various settings—hospitals, clinics, community health centers, and more.  Nurses assess patients' conditions, administer treatments (such as medications), monitor vital signs, educate patients on wellness or disease management, and coordinate with doctors and other staff to ensure comprehensive care."
79,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who cares for patients by monitoring their health conditions, administering medications, providing emotional support, and helping with daily activities such as bathing and eating.  Nurses work in hospitals, clinics, long-term care facilities, and community settings, often following doctors' orders while also making independent clinical judgments."
80,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides medical care to patients in hospitals, clinics, and other healthcare settings.  Key responsibilities include:

- Administering medications and treatments
- Monitoring patient health conditions
- Performing clinical procedures (wound care, IV insertion, etc."
81,Nurse,Briefly describe a Nurse.,"A **nurse** is a licensed healthcare professional who provides direct patient care in hospitals, clinics, or community settings.  Key responsibilities include:

- Monitoring patients' conditions and administering medications
- Assisting doctors by implementing treatment plans
- Performing clinical tasks (wound care, IVs, vital signs)
- Educating patients and families on health management

Nurses work across specialties—emergency, ICU, pediatrics, operating rooms—and typically operate in 12-hour shifts."
82,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care in hospitals, clinics, or other medical settings.  Key responsibilities include:

- Monitoring patients' vital signs and health status
- Administering medications and treatments
- Assisting with daily activities (bathing, feeding)
- Educating patients and families on health management
- Collaborating with doctors and other healthcare team members
- Documenting patient information in medical records

Nurses are essential to the healthcare system — they bridge clinical care and compassionate support."
83,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care across various medical settings, including hospitals, clinics, and community health centers.  Their core responsibilities include:

- Monitoring patients' conditions and administering treatments (medications, IVs, wound care)
- Collecting vital signs and maintaining accurate records
- Educating patients and families about disease management and prevention
- Collaborating with physicians and other healthcare team members
- Advocating for patient safety and rights

Nurses come in many specialties—ER, ICU, pediatrics, mental health, public health—and play a critical role in both acute care and long-term wellness."
84,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional responsible for caring for patients' physical and emotional well-being.  Key roles include:

- **Monitoring health status** — checking vital signs and observing symptoms."
85,Nurse,Briefly describe a Nurse.,"A **nurse** is a healthcare professional who provides patient care under the supervision of physicians and other medical staff.  Nurses monitor patients' conditions, administer medications, perform treatments, educate patients on health management, and advocate for their needs within the healthcare system."
86,Nurse,Briefly describe a Nurse.,"A nurse is a healthcare professional responsible for providing direct patient care, including administering treatments, monitoring health conditions, and supporting recovery.  Nurses work across various settings—hospitals, clinics, long-term care facilities—and serve as a critical link between patients and the broader medical team."
